id|published|year|month|title|authors|summary|journal_ref|doi|primary_category|categories|problem_def|keywords
ff894488-f94f-5bbd-9e4d-00e23974ccf1|2019-07-20T10:02:37|2019|7|A survey of community search over big graphs|Yixiang Fang||||||The problem definition addressed in this research is Community Search (CS) in graphs, which involves finding densely connected subgraphs or communities in a graph that satisfy certain constraints or properties. The context that makes this problem important is the increasing availability of large-scale graph data, such as social networks, biological networks, and knowledge graphs, which require effective methods to identify meaningful communities or clusters. The key objectives or goals of this research are to: Identify densely connected subgraphs or communities in a graph that satisfy certain constraints or properties, such as spatial proximity, social relationships, and attribute similarity. Develop efficient algorithms and indexing techniques to support CS queries, which can be computationally expensive and time-consuming. Provide a comprehensive review of existing CS solutions, categorize them, and analyze their strengths and limitations. The authors aim to address the problem of CS by providing a thorough review of existing solutions, identifying the limitations and challenges of current approaches, and outlining future research directions to advance the field of CS.|Community Search,Attributed Graphs,Keyword-based,Location-based,Weight-based,Graph Queries,Online Queries,Big Graph,Community Retrieval,Cohesiveness Metrics
1fa7c5d3-113e-5195-aa84-38a5aed75444|2015-01-05T07:46:00|2015|1|A survey of general-purpose experiment management tools for distributed systems|Tomasz Buchert||||||The problem definition addressed in this research is the efficient processing of large-scale graphs on Graphics Processing Units (GPUs). The context that makes this problem important is the increasing size and complexity of graphs in various applications, such as social networks, web graphs, and biological networks, which require fast and scalable processing to extract valuable insights. The traditional Central Processing Unit (CPU) architecture is no longer sufficient to handle these large graphs, leading to a significant bottleneck in graph processing. The key objectives or goals of this research are to: Develop an efficient graph processing framework that can handle large-scale graphs on GPUs. Minimize the pre-processing time, which includes reading the graph from disk, constructing the necessary data structures, and allocating memory. Optimize the graph processing algorithm to reduce the processing time and improve scalability. To achieve these objectives, the authors propose a novel edge-centric processing model that leverages the parallel processing capabilities of GPUs to accelerate graph processing. The model is designed to reduce memory allocation and pre-processing time, while also improving the scalability and performance of graph processing on GPUs.|Graph,Processing,GPU,Edge,Centric,WolfGraph,Parallel,Memory,Iterative,Algorithm
79866fc5-3bca-55ff-bd95-90a9c8e678b2|2023-01-27T06:17:34|2023|1|Exploring Truss Maintenance in Fully Dynamic Graphs: A Mixed Structure-Based Approach|||||||The problem definition addressed in this research revolves around the efficient maintenance of trussness in fully dynamic graphs. The context that makes this problem important is the widespread use of graphs in modeling complex systems, VLSI design, and social networks, where identifying cohesive subgraphs is crucial for deriving useful network information. However, maintaining trussness in dynamic graphs is challenging due to the computational intractability of cohesive subgraph computation. The key objectives or goals the authors set to address this problem are: 1. To develop an efficient algorithm for maintaining trussness in fully dynamic graphs, which can handle edge and vertex insertions and deletions. 2. To improve the scalability and efficiency of truss maintenance in large-scale graphs. By achieving these objectives, the authors aim to provide a practical solution for maintaining trussness in dynamic graphs, enabling the efficient analysis of complex systems and networks.|Truss,Graph,Maintenance,Dynamic,Cohesive,Subgraphs,Algorithm,Efficiency,Scalability,Decomposition
4303d0b6-a27d-50d0-8328-73ff56e3e689|2011-08-12T09:46:52|2011|8|Parallel breadth-first search on distributed memory systems|Aydin Bulu,Kamesh Madduri||||||The problem definition addressed in this research is the efficient parallelization of graph algorithms, specifically Breadth-First Search (BFS), on large-scale distributed memory systems. The context that makes this problem important is the increasing significance of graph abstractions in analyzing and understanding complex systems, such as social networks, biological systems, and engineered systems like the power grid and the Internet. The sheer scale of these graphs, with billions of vertices and edges, necessitates the development of scalable parallel algorithms to process them efficiently. The key objective of this research is to design and implement a hybrid parallel BFS algorithm that can effectively utilize the computing resources of large-scale distributed memory systems, while minimizing communication overhead and achieving good scalability. The authors aim to overcome the challenges posed by skewed degree distributions, irregular graph structures, and the need for efficient data partitioning and communication strategies. By achieving these goals, the authors hope to enable the analysis of massive graphs, which is critical in various domains, including social network analysis, network topology analysis, and anomaly detection.|Graph,Traversal,Parallel,BFS (Breadth-First Search),Algorithm,Memory,Performance,Optimization,Multicore,Distributed
02441855-c966-55b1-81ec-90304764011b|2021-04-05T01:01:34+00:00|2021|4|Fast Parallel Algorithms for Euclidean Minimum Spanning Tree and Hierarchical Spatial Clustering|Yiqiu Wang,Shangdi Yu,Yan Gu,Julian Shun||||||The problem definition addressed in this research is the Hierarchical Density-Based Spatial Clustering with Added Noise (HDBSCAN) problem. The context that makes this problem important is the need for efficient and scalable clustering algorithms that can handle large datasets with varying densities and noise. Traditional clustering algorithms, such as DBSCAN, are limited in their ability to handle these complexities, leading to a need for more advanced and robust clustering methods. The key objective of this research is to develop an efficient algorithm for solving the HDBSCAN problem, which involves computing a hierarchy of clusters for a given dataset. The authors aim to achieve this by leveraging the concept of mutual reachability distance, which is a measure of the distance between two points in a dataset. The goal is to develop an algorithm that can efficiently compute the mutual reachability distance and use it to construct a hierarchy of clusters that accurately reflects the underlying structure of the data. Specifically, the authors set out to address the following key objectives: * Develop an efficient algorithm for computing the mutual reachability distance between points in a dataset * Use the mutual reachability distance to construct a hierarchy of clusters that accurately reflects the underlying structure of the data * Improve the scalability and efficiency of the algorithm to handle large datasets with varying densities and noise Overall, the authors aim to provide a robust and efficient solution to the HDBSCAN problem, which can be used to analyze and understand complex datasets in various fields, such as data mining, machine learning, and bioinformatics.|HDBSCAN,EMST,Parallel,Clustering,Algorithm,Dendrogram,MST,Reachability,Core distance,Mutual reachability
e5d11fce-292a-56e7-a7ed-9f238b68332f|2014-08-09T03:53:26|2014|8|IFIP AICT 437 - CSMR: A Scalable Algorithm for Text Clustering with Cosine Similarity and MapReduce|Giannakouris-Salalidis Victor,Plerou Antonia,Sioutas Spyros||||||The problem definition addressed in this research revolves around the challenge of processing and analyzing large volumes of text data, particularly in the context of big data. The rapid growth of data in various domains, such as business intelligence and bioinformatics, has created a need for efficient and scalable methods to handle text data. The authors identify the importance of text clustering, which involves grouping similar text documents together, as a crucial task in text mining. However, traditional methods for text clustering are limited by their inability to handle large datasets, leading to issues with processing speed and scalability. The key objectives of this research are to develop a scalable algorithm for text clustering that can efficiently handle large datasets and to improve processing speed and scalability. The authors aim to achieve this by leveraging the MapReduce programming model and Hadoop framework, which are designed for distributed computing and can handle massive data processing. Specifically, the authors focus on using the Cosine Similarity measure and tf-idf technique to improve the efficiency and effectiveness of text clustering. Overall, the goal of this research is to provide a scalable and efficient solution for text clustering that can meet the demands of big data.|MapReduce,Cosine Similarity,TF-IDF,Text Similarity,Hadoop,Distributed Algorithm,Text Clustering,Big Data,Scalability,Efficiency
9f32d05f-dbaf-5ea5-a93e-1b436088c93b|2022-02-10T05:39:38+00:00|2022|2|Scaling Graph Traversal to 281 Trillion Edges with 40 Million Cores|Huanqi Cao Yuanwei Wang Haojie Wang Heng Lin Zixuan Ma Wanwang Yin Wenguang Chen||||||The problem addressed in this research is the efficient processing of large-scale graph traversal, specifically Breadth-First Search (BFS), on supercomputers. The context that makes this problem important is the increasing scale and complexity of graph data, which is critical in various applications such as financial risk management, epidemic trajectory analysis, and protein sequence prediction. The current graph processing methods are limited by load imbalance, lack of locality, and inherent load imbalance, making it challenging to scale up graph processing. The key objectives or goals of this research are to: Develop an efficient graph partitioning method that can handle massive graphs with hundreds of trillions of edges. Design a parallel BFS algorithm that can scale up to thousands of processors and millions of cores. Achieve high performance and efficiency in graph traversal on new-generation supercomputers, such as the Sunway architecture. Overall, the authors aim to push the boundaries of graph processing and enable the analysis of massive graphs on supercomputers, which is essential for various applications and domains.|Graph Traversal,Breadth-First Search (BFS),Massively Parallel Algorithm,Heterogeneous Architecture,Graph 500 Benchmark,Supercomputing,Distributed Graph Processing,Scalability,Parallelization,Optimization
aeb988a1-8112-5b02-b87c-1dba977e8aa8|2021-10-14T13:58:35|2021|10|A Parallel Algorithm Template for Updating Single-Source Shortest Paths in Large-Scale Dynamic Networks|||||||The problem definition addressed in this research is the efficient update of Single Source Shortest Paths (SSSP) in large-scale dynamic networks. The context that makes this problem important is the increasing size and complexity of real-world networks, such as transportation, communication, social, and cyber-physical systems, which require fast and scalable algorithms to analyze and respond to changes in the network. The key objective of this research is to develop a parallel algorithm that can efficiently update the SSSP in dynamic networks, where edges or vertices are added or removed, without recomputing the entire SSSP from scratch. The authors aim to achieve this goal by designing an algorithm that can identify the affected subgraphs, update the SSSP tree, and minimize redundant computations, thereby reducing the execution time and improving scalability. In essence, the problem definition involves developing a fast, scalable, and efficient algorithm to update the SSSP in dynamic networks, which is critical for various applications, including network analysis, routing, and decision-making.|Single Source Shortest Path (SSSP),Dynamic Networks,Parallel Algorithm,Graph Theory,Network Analysis,Shortest Path Problem,Graph Updates,Scalable Algorithm,GPU Implementation,Large-Scale Networks
0b9ff581-bcdb-5d1d-8454-7d1c07a771a9|2021-01-25T19:28:10|2021|1|A distributed large graph coloring algorithm on Giraph|||||||The problem definition addressed in this research is the Vertex Graph Coloring (VGC) problem, which is a well-known problem in graph theory. The context that makes this problem important is its numerous applications in various domains such as telecommunications, bioinformatics, and the Internet. The VGC problem is NP-hard, meaning that finding the chromatic number (the smallest number of colors required to color a graph) is computationally difficult. The key objective of this research is to develop an efficient algorithm to solve the VGC problem, particularly for large graphs. The authors aim to design a distributed algorithm that can take advantage of parallel architectures to achieve significant performance improvements. The goal is to minimize the number of colors used to color the graph while ensuring that adjacent vertices have different colors. The authors propose a new Giraph graph coloring algorithm that is designed for the vertex-centric model and can effectively handle large graphs.|Graph coloring,Giraph,Distributed algorithm,Vertex centric model,Large graph processing,Parallel computation,Graph theory,Chromatic number,NP-hard problem,Scalability
df996b89-bf39-5f62-948e-e0a99977ecfd|2015-03-21T19:40:44|2015|3|Performance comparison of parallel graph coloring algorithms on BSP model using hadoop|||||||The problem definition addressed in this research is the graph coloring problem, which is a well-known NP-hard problem with many practical applications such as frequency assignment and scheduling. The context that makes this problem important is the need for efficient graph processing systems to handle large-scale graph data, which is becoming increasingly common in big data analytics. The traditional MapReduce model is not efficient for graph processing, and therefore, there is a need for alternative solutions. The key objective of this research is to develop an efficient graph coloring algorithm that can be used in in-memory Pregel-like graph processing systems. The authors aim to design an algorithm that can color a large undirected graph in a distributed manner, using a greedy approach that does not guarantee an optimal solution but can provide a good approximation. The goal is to develop an algorithm that can complete the graph coloring task in a reasonable amount of time, using a limited number of supersteps, and with minimal communication overhead between nodes.|Graph Coloring,Parallel Algorithm,Hadoop,BSP Model,Pregel,Graph Processing,Distributed Algorithm,Big Data Analytics,In-Memory Processing,Graph Algorithm
25a5dfef-2a70-5629-b1fb-1bc3ae26c09f|2019-06-08T09:19:08|2019|6|A 2D Parallel Triangle Counting Algorithm for Distributed-Memory Architectures|Ancy Sarah Tom,George Karypis||||||The problem definition addressed in this research is the efficient parallelization of triangle counting in large-scale graphs. The context that makes this problem important is the increasing need to analyze and process massive graphs in various domains, such as social networks, web graphs, and biological networks. Triangle counting is a fundamental graph operation that has numerous applications, including graph clustering, community detection, and network analysis. The key objective of this research is to develop a scalable and efficient parallel algorithm for triangle counting that can handle large graphs and minimize communication overheads. The authors aim to achieve this by distributing the graph data and tasks across multiple processors, optimizing the computation and communication patterns, and reducing load imbalance and redundant work. In summary, the problem definition is to develop an efficient parallel triangle counting algorithm that can scale to large graphs, minimize communication overheads, and optimize computation and communication patterns to achieve high performance and scalability.|Triangle Counting,Distributed Memory,Graph Algorithms,Scalability,Parallel Processing,MPI,Graph Processing,Large-Scale Graphs,Optimization,Performance
b96f45f9-f570-5137-a6e8-87f09274ebb3|2015-05-22T07:03:35|2015|5|Mining maximal cliques from a large graph using MapReduce: Tackling highly uneven subproblem sizes|Michael Svendsen||||||The problem definition addressed in this research is the Maximal Clique Enumeration (MCE) problem, which involves enumerating all maximal cliques in a large graph. The context that makes this problem important is the increasing size and complexity of graphs in various applications, such as social networks, web analysis, and bioinformatics, which require efficient and scalable methods for graph analysis. The key objectives or goals of the authors are to: Develop a scalable method for enumerating maximal cliques in a graph using MapReduce, a popular framework for processing large data sets in parallel. Achieve effective load balancing to ensure that the parallel resources are utilized efficiently. Evaluate the performance of the proposed solution on large real-world graphs and demonstrate its superiority over previous MapReduce solutions. Overall, the authors aim to provide a fast and efficient solution for the MCE problem, which is a fundamental problem in graph analysis, and has numerous applications in various fields.|Maximal Clique Enumeration (MCE),Graph Mining,MapReduce,Parallel Algorithm,Load Balancing,Large Graphs,Dense Substructures,Clique Enumeration,Graph Analysis,Scalability
85503c78-2638-5081-9e38-b3d6bf9793dc|2015-01-09T09:30:35|2015|1|Subgraph Rank: PageRank for Subgraph-CentricDistributed Graph Processing|||||||The problem definition addressed in this research revolves around the efficient computation of graph centrality measures, specifically PageRank, on large-scale graphs. The context that makes this problem important is the increasing size and complexity of real-world networks, which necessitates the development of scalable and efficient algorithms to analyze these networks. The traditional approach of computing PageRank on a single machine is no longer feasible due to memory and computational constraints. The key objectives or goals the authors set to address this problem are: 1. To develop a subgraph-centric programming abstraction that can efficiently compute graph centrality measures on large-scale graphs. 2. To adapt the PageRank algorithm to this new abstraction, ensuring that it can scale to massive graphs while maintaining accuracy. 3. To explore the potential of BlockRank, a variant of PageRank, in the context of subgraph-centric computing and evaluate its performance. Overall, the authors aim to provide a scalable and efficient solution for computing graph centrality measures on large-scale graphs, enabling the analysis of complex networks in various domains.|PageRank,BlockRank,Subgraph,Centrality,Graph,Algorithm,Distributed,Platform,Scalability,Convergence
e3d3010c-d623-5d7a-9a6f-35323ab904c9|2014-02-14T04:42:25|2014|2|Distributed and Scalable Graph Pattern Matching: Models and Algorithms|zhanglj||||||The problem addressed in this research is graph pattern matching, which seeks to find subgraphs of a data graph that are similar to a given query graph. This problem is important due to the massive scales of modern application domains such as social networks and the World Wide Web, which require processing massive graphs in a timely manner. The authors aim to develop new simulation models that are conceptually similar to existing ones but better suited to the vertex-centric programming paradigm, and to design distributed algorithms for these models that can mitigate performance bottlenecks and provide high scalability. The key objectives are to explore how well graph simulation models fit into the vertex-centric distributed processing paradigm, identify major bottlenecks, and develop new simulation models and algorithms that are competitive and scalable.|Graph pattern matching,Distributed algorithms,Graph simulation,Big data,Vertex centric programming,BSP model,Scalability,Pattern matching models,Subgraph isomorphism,Graph processing frameworks
e9a7161d-1181-5d18-ac60-7c6474b08b8c|2019-12-03T07:43:19|2019|12|FastSV: A Distributed-Memory Connected Component Algorithmwith Fast Convergence|||||||The problem definition addressed in this research is the efficient computation of connected components (CC) in massive graphs, which is a fundamental problem in graph processing. The context that makes this problem important is the increasing scale and complexity of modern graph datasets, which has led to a significant gap between the capabilities of existing algorithms and the needs of real-world applications. The key objective of this research is to develop a scalable and efficient algorithm for computing CC in massive graphs, with a focus on parallelization and optimization techniques to minimize computational time and resources. The authors aim to address the limitations of existing algorithms, such as the SV algorithm, which are not designed to handle massive graphs and are often slow and inefficient. Specifically, the authors set out to achieve the following goals: * Develop a parallel algorithm that can efficiently compute CC in massive graphs * Optimize the algorithm to minimize computational time and resources * Improve the scalability of the algorithm to handle large-scale graph datasets * Evaluate the performance of the algorithm on real-world graph datasets. Overall, the problem definition addressed in this research is critical for many applications, including social network analysis, web graph analysis, and data mining, where efficient CC computation is essential for extracting insights and knowledge from massive graph datasets.|Graph,Algorithm,Connected,Components,Parallel,Scalable,Distributed,Memory,GraphBLAS,SV
7d813974-b532-5e8e-9958-f16d014b7394|2022-01-07T04:49:15|2022|1|Distributed Triangle Approximately Counting Algorithms in Simple Graph Stream|||||||The problem definition addressed in this research is the distributed triangle counting in a graph stream. The context that makes this problem important is the increasing scale and complexity of graph data, which necessitates efficient and scalable algorithms for processing and analyzing graph streams. Graph streams are sequences of edges that arrive continuously, and triangle counting is a fundamental graph analysis task that has numerous applications in social network analysis, recommendation systems, and anomaly detection. The key objectives or goals the authors set to address this problem are: 1. **Accuracy**: To estimate the global triangle count and local triangle counts in the graph stream with high accuracy. 2. **Efficiency**: To design a distributed algorithm that can process the graph stream in real-time, with low communication overhead and efficient use of computational resources. 3. **Scalability**: To develop an algorithm that can handle large-scale graph streams and scale to a large number of workers. To achieve these objectives, the authors propose a distributed triangle counting algorithm that uses a novel edge distribution strategy to distribute the graph stream across multiple workers, and a reservoir sampling-based approach to estimate the triangle counts in each worker. The algorithm aims to provide a trade-off between accuracy, efficiency, and scalability, making it suitable for real-world graph stream processing applications.|Federated,Learning,Graph,Neural,Networks,Distributed,Edge,Aggregation,Decentralized,Variance
3903e312-7d07-539a-b005-7ec5cecb18f7|2017-01-17T07:17:07|2017|1|Path-based holistic detection plan for multiple patterns in distributed graph frameworks|Jun Gao||||||Here is a concise summary of the problem definition addressed in this research: Context and Background: The increasing need for multiple pattern detection over large graphs is observed in various applications, such as disease detection in gene regulatory networks and program analysis. Handling these graph analysis tasks one by one results in resource waste and inefficiency. Problem Definition: The problem addressed in this research is to efficiently evaluate multiple graph pattern queries over a large graph in a distributed environment. The queries are represented as patterns, and the goal is to detect these patterns in the graph. Key Objectives: The authors aim to design a holistic evaluation plan that can efficiently evaluate multiple graph pattern queries in a single pass, minimizing redundant computation and communication. The plan should be suitable for distributed environments, allowing each graph vertex to take actions independently. The authors also aim to optimize the plan by capturing and reusing shared subparts among different queries. Overall, the research addresses the important problem of efficient multiple pattern detection in large graphs, which has significant implications for various applications.|Pattern detection,Multiple queries,Holistic evaluation plan,Distributed graph framework,Optimization,Graph pattern query,Evaluation plan,Parallelization,Graph analysis,Query optimization
a18624ce-3d32-507f-8a96-4cd35c6cdc94|2019-01-25T03:09:38+00:00|2019|1|DISTRIBUTED COLORING OF GRAPHSWITH AN OPTIMAL NUMBER OF COLORS|||||||The problem addressed in this research is the distributed coloring of graphs with an optimal number of colors. The context that makes this problem important is the need for efficient algorithms in distributed computing systems, where a graph represents a network of processors or computers that need to communicate with each other. In this setting, graph coloring is a fundamental problem that has many applications, such as scheduling, resource allocation, and network optimization. The key objective of this research is to develop a distributed algorithm that can color a graph with the minimum number of colors, which is known as the chromatic number of the graph. The authors aim to achieve this goal in a limited number of communication rounds, which is a critical factor in distributed computing systems. Specifically, the authors focus on graphs with a chromatic number close to the maximum degree of the graph, which is a challenging scenario. They set out to design a distributed algorithm that can color such graphs with an optimal number of colors, while minimizing the number of communication rounds required to achieve this goal. The authors' approach involves combining techniques from distributed computing, probability, and graph theory to develop an efficient algorithm that can solve this problem in a scalable and efficient manner.|Distributed,Graph,Coloring,Algorithm,Randomized,Maximum,Degree,Chromatic,Number,Complexity
a12cb4ac-0dfb-5f9b-9f11-9a0e881949ae|2022-09-01T02:10:42+00:00|2022|9|Improved Distributed-memory Triangle Counting by Exploiting the Graph Structure|||||||The problem definition addressed in this research is the efficient distributed memory triangle counting in large-scale graphs. The context that makes this problem important is the increasing size and complexity of graph-structured data, which is becoming a bottleneck in various applications, such as social network analysis, web graph analysis, and bioinformatics. The authors note that traditional serial algorithms are no longer feasible for processing these massive graphs, and distributed memory algorithms are necessary to scale up the computation. The key objective of this research is to develop a scalable and efficient distributed memory algorithm for triangle counting that can handle massive graphs with billions of edges. The authors aim to achieve strong scalability, which means that the algorithm should be able to efficiently utilize an increasing number of processing nodes to solve larger problems. Additionally, the authors aim to minimize memory usage and synchronization overhead, which are critical factors in achieving scalability. Overall, the problem definition is important because it addresses a critical bottleneck in graph processing, and the authors' objectives are focused on developing a scalable and efficient solution that can handle massive graphs.|Distributed,Memory,Graph,Triangle,Counting,Edge,Query,Bloom,Filter,Optimization
19aa7194-2413-59f6-b5a9-539316786f6f|2017-01-24T02:39:29|2017|1|GA-LP: A genetic algorithm based on Label Propagation to detect communities in directed networks|Rodrigo Francisquini||||||"The problem definition addressed in this research is the community detection problem in directed networks. The context that makes this problem important is the increasing complexity of real-world networks, such as social networks, biological networks, and web graphs, which are often represented as directed graphs. The ability to identify communities or clusters in these networks is crucial for understanding their structure, behavior, and evolution.\nThe key objective of this research is to develop an efficient and effective algorithm for community detection in directed networks. The authors aim to address the limitations of existing methods, which are often designed for undirected networks or are computationally expensive. Specifically, the authors seek to develop a genetic algorithm (GA) that can optimize the modularity measure, a widely used metric for evaluating community structure, in directed networks.\nThe authors' goal is to design a GA that can efficiently search for high-quality community partitions in large-scale directed networks, while also considering the unique challenges posed by directed networks, such as link reciprocity and asymmetry. By achieving this goal, the authors hope to provide a valuable tool for researchers and practitioners working with directed networks, enabling them to gain insights into the structure and behavior of these complex systems."|Community detection,Directed networks,Genetic algorithm,Label Propagation,Modularity,Network analysis,Clustering,Graph optimization,Heuristics,Complex networks
c5b84731-6c84-5e05-b620-6669e49b1e87|2019-11-29T20:30:35+00:00|2019|11|Approximate Pattern Matching in Massive Graphs with Precision and Recall Guarantees|Tahsin Reza ,Matei Ripeanu,Geoffrey Sanders,Roger Pearce||||||The problem addressed in this research is the efficient identification of approximate matches in large graphs, specifically in the context of exact pattern matching. The background that makes this problem important is the increasing need for graph-based data analysis in various domains, such as social networks, biology, and chemistry, where exact pattern matching is a fundamental operation. However, exact pattern matching is computationally intractable, making it impractical for large graphs. The key objectives or goals the authors set to address this problem are: To develop a solution that can efficiently identify approximate matches in large graphs, with a focus on reducing the computational complexity of exact pattern matching. To achieve full precision and recall, ensuring that all matching vertices and edges are identified without any false positives. To provide a solution that can handle a range of problem scenarios, including those with strict definitions of match similarity and those requiring full precision and recall. Overall, the authors aim to develop an efficient and effective solution for approximate pattern matching in large graphs, which can enable various applications in graph-based data analysis.|Graph,Matching,Approximate,Template,Edit,Distance,Search,Subgraph,Pattern,Algorithm
45818540-6674-51ce-bc2f-8adaf6f0630f|2018-10-03T01:16:26|2018|10|A Vertex-Centric Graph Simulation Algorithm for Large Graphs|Jingdong Li||||||The problem definition addressed in this research revolves around the efficient querying of large-scale data graphs, which is a crucial task in various applications such as social network analysis, recommendation systems, and knowledge graphs. The context that makes this problem important is the rapid growth of data graphs, which has led to a significant increase in query complexity and processing time. The key objective of this research is to develop an efficient algorithm for querying large-scale data graphs, specifically focusing on cyclic query graphs. The authors aim to address the problem of high query complexity and processing time by proposing a novel algorithm that can efficiently match cyclic query graphs with large-scale data graphs. The specific goals of this research include: 1. Developing an efficient algorithm for querying large-scale data graphs with cyclic query graphs. 2. Reducing the query complexity and processing time for large-scale data graphs. 3. Improving the scalability and efficiency of data graph querying algorithms. Overall, the authors aim to provide a solution that can efficiently query large-scale data graphs, enabling faster and more accurate analysis of complex data structures.|Graph simulation,Vertex centric,Graph pattern matching,Large graphs,Distributed computation,Optimization,Query graph,Data graph,Subgraph isomorphism,BSP (Bulk Synchronous Parallel)
ed8055e1-e343-54e5-b6a9-56d058dad194|2018-01-22T12:09:24|2018|1|Parallel Algorithm for Incremental Betweenness Centrality on Large Graphs|||||||The problem definition addressed in this research is the efficient computation of betweenness centrality in dynamic graphs, which is a fundamental metric in graph analysis. The context that makes this problem important is the increasing size and complexity of real-world graphs, such as social networks, web graphs, and biological networks, which require efficient algorithms to analyze and understand their structure and behavior. The key objective of this research is to develop an incremental algorithm, called iCENTRAL, that can efficiently update betweenness centrality values in a graph after an edge insertion or deletion, without recomputing the entire graph from scratch. The authors aim to achieve this goal by exploiting the structural properties of biconnected components in graphs, which allows them to focus on the affected components and reduce the computational complexity of the algorithm. In summary, the problem definition is to develop an efficient algorithm for updating betweenness centrality in dynamic graphs, which is crucial for analyzing and understanding complex networks. The key objective is to design an incremental algorithm that can update centrality values quickly and accurately, without requiring a full recomputation of the graph.|Betweenness Centrality,Incremental Algorithm,Evolving Graphs,Graph Analysis,Dynamic Graphs,Centrality Metrics,Graph Updates,Scalability,Algorithmic Efficiency,Graph Processing
7336d57f-43a5-5f6b-a5bc-57b290145cda|2023-08-21T01:52:39+00:00|2023|8|Maximum Length-Constrained Flows and Disjoint Paths:Distributed, Deterministic and Fast|||||||The problem addressed in this research is the optimization of length-constrained flows in networks, which is a fundamental problem in network optimization. The context that makes this problem important is that it has numerous applications in distributed computing, network coding, and communication networks, where efficient routing and flow management are crucial. In particular, the authors highlight that the maximum length-constrained flow gives the minimum makespan of multiple unicasts in a network, even when network coding is allowed. The key objective of this research is to develop efficient algorithms for computing length-constrained flows and moving cuts in networks. The authors aim to achieve this goal by proposing new technical contributions, including batched multiplicative weights, a new framework for length-constrained flows, and a novel approach for moving cuts. The ultimate goal is to provide a more efficient and scalable solution for optimizing length-constrained flows in networks, which can have a significant impact on the performance of distributed systems and communication networks.|Distributed algorithms,Network optimization,Congest model,Cycle cover,Disjoint paths,Flow decomposition,Graph algorithms,Hop constraint,Parallel algorithms,Approximation ratio
c5ab0417-7445-501a-8756-efac81019599|2015-09-05T02:32:09|2015|9|Arabesque: A System for Distributed Graph Mining|||||||The problem definition addressed in this research revolves around scalable graph mining, which involves enumerating subgraphs that satisfy certain interestingness criteria in large graphs. The context that makes this problem important is the ubiquity of graph data in various fields, such as the Web, advertising, and biology, and the increasing need for graph analytics. However, designing scalable graph mining algorithms is challenging, especially when dealing with large graphs. The key objectives or goals the authors set to address this problem are: 1. To develop a system that can automatically and systematically explore all embeddings of a pattern in a graph, which is essential for graph mining. 2. To design a distributed graph mining system that can scale to large graphs, overcoming the limitations of centralized approaches. 3. To provide a high-level filter process computational model that allows users to specify their own interestingness criteria and algorithms for graph mining. Overall, the authors aim to create a system that can efficiently and effectively mine large graphs, enabling users to extract valuable insights and patterns from graph data.|Graph mining,Arabesque,Distributed graph processing,Subgraph enumeration,Graph analytics,Scalability,Pattern matching,Graph computation,Graph algorithms,Data mining
6b801da8-897e-5b38-b3c0-62b4ab6077e1|2017-05-17T04:49:11|2017|5|Distributively Computing Random Walk Betweenness Centrality in Linear Time|Qiang-Sheng Hua,Ming Ai,Hai Jin,Dongxiao Yu,Xuanhua Shi||||||The problem definition addressed in this research is the distributed computation of random walk betweenness centrality in networks. The context that makes this problem important is the increasing need to analyze and understand the behavior of complex networks, such as social networks, transportation networks, and biological networks. Betweenness centrality is a key measure of a node's influence over the spread of information in a network, and random walk betweenness centrality is a more realistic and nuanced measure that considers not only shortest paths but also other paths. The key objective of this research is to develop a distributed algorithm that can efficiently compute random walk betweenness centrality in large-scale networks. The authors aim to design an algorithm that can achieve a linear time complexity, which is a significant improvement over existing centralized algorithms that have a time complexity of O(nm), where n is the number of nodes and m is the number of edges. The authors' goal is to enable fast and scalable computation of random walk betweenness centrality in distributed networks, which is essential for many applications, such as identifying influential nodes, predicting information diffusion, and optimizing network topology.|Random walk betweenness,Distributed algorithms,Centrality measures,Network analysis,Betweenness centrality,Random walks,Graph algorithms,Distributed computing,Network flow,Pagerank
852cfead-950f-5ce7-8e9f-7b6b53f1b596|2017-05-24T03:05:05|2017|5|Scalable Single Source Shortest Path Algorithms for Massively Parallel Systems|||||||The problem definition addressed in this research is the Single-Source Shortest Paths (SSSP) problem in large-scale graphs, which is a fundamental problem in graph algorithms. The context that makes this problem important is the increasing size and complexity of real-world graphs, such as social networks, web graphs, and traffic networks, which require efficient algorithms to compute shortest paths. The key objective of this research is to develop an efficient parallel algorithm for solving the SSSP problem in large-scale graphs, with a focus on minimizing the number of relaxations, reducing communication overhead, and achieving good load balancing. The authors aim to overcome the limitations of existing algorithms, such as Dijkstra's algorithm and the Bellman-Ford algorithm, which are not scalable for large graphs. Specifically, the authors set out to achieve the following goals: * Develop an algorithm that can efficiently handle large-scale graphs with billions of vertices and edges. * Minimize the number of relaxations, which is a major contributor to the processing time and communication overhead. * Reduce the communication overhead by avoiding redundant relaxations and minimizing the number of phases. * Achieve good load balancing to ensure that the algorithm can be efficiently parallelized. Overall, the authors aim to develop a scalable and efficient algorithm for solving the SSSP problem in large-scale graphs, which is essential for many applications in computer science and other fields.|SSSP (Single Source Shortest Path),Graph,Algorithm,Scalability,Parallelism,Performance,BFS (Breadth First Search),Graph 500,Dijkstra,Relaxation
