id|name|description
2d057eee-838f-5d33-be14-dd3b5544cd94|P-Match Graph Redistribution|The authors propose a novel approach to optimize communication efficiency in distributed algorithms by redistributing the data graph to make it locally determinable. This approach involves computing a p-match graph, which overapproximates strong simulation, and then conducting strong simulation on this p-match graph. The redistribution process is designed to minimize data shipment and ensure that each node in the data graph can be determined locally.
0ce500d8-356d-51c1-8ae7-25834da1a757|Online Parallel Matching|The authors propose an online parallel matching algorithm, PMatchStrSim, which computes the p-match graph in parallel across multiple machines. The algorithm involves computing local p-match graphs, merging them, and conducting strong simulation on the resulting p-match graph.
d6fd536c-0847-57c2-871c-5e8a22d51e25|Coalesced Memory Access Pattern Optimization|The authors propose a novel memory access pattern optimization technique that ensures coalesced memory access for graph processing on GPUs. This technique involves reordering the graph data to minimize non-coalesced memory accesses, thereby reducing memory access latency and improving memory bandwidth utilization.
ab3fceb8-780b-50cc-a95a-c183715e7399|Synchronization-Aware Memory Access Optimization|The authors propose a synchronization-aware memory access optimization technique that minimizes synchronization overhead for graph processing on GPUs. This technique involves optimizing memory access patterns to reduce synchronization latency, thereby improving overall performance.
7e564fd3-29cb-5267-a02f-3ffad0f3486b|Memory Bandwidth-Aware Graph Partitioning|The authors propose a memory bandwidth-aware graph partitioning technique that optimizes graph partitioning to leverage memory bandwidth effectively. This technique involves partitioning the graph into smaller subgraphs that can be processed efficiently within the available memory bandwidth.
d9d4cf7a-bde3-5df2-b8d9-39f5a3935d11|Adaptive Trussness Recomputation|This solution addresses the challenge of efficient graph dynamics processing by proposing an adaptive approach to recomputing trussness values in response to edge and vertex updates. The method involves maintaining a set of affected vertices and edges, and iteratively updating the trussness values based on the changes. The approach is designed to minimize the number of iterations required to maintain the graph structure.
4a5ece42-95a0-55e3-8878-ed2531252a00|Incremental Betweenness Centrality|This solution addresses the challenge of efficient graph dynamics processing by proposing an incremental approach to updating betweenness centrality measures in response to edge modifications. The method involves maintaining a set of affected vertices and edges, and iteratively updating the betweenness centrality values based on the changes.
947f71b0-6ba5-50de-aa2e-bfce14cd89c5|Batch Processing of Vertex and Edge Updates|This solution addresses the challenge of efficient graph dynamics processing by proposing a batch processing approach to handling vertex and edge updates. The method involves grouping multiple updates into a single batch, and processing the batch in a single iteration.
64f71a94-903c-5744-ae12-db9c83533238|Hierarchical Clustering-Based Communication Reduction|This solution proposes a hierarchical clustering approach to reduce communication overhead in distributed algorithms. By grouping nodes into clusters based on their proximity, the algorithm minimizes the number of inter-cluster communications, thereby reducing the overall round complexity.
3ee594e1-bc13-54c6-a8e7-fedbb512ed2a|Asynchronous Gradient Descent with Adaptive Learning Rates|This solution introduces an asynchronous gradient descent algorithm with adaptive learning rates to optimize communication efficiency in distributed optimization problems. By allowing nodes to update their parameters asynchronously and adaptively adjusting learning rates, the algorithm reduces the number of communication rounds required for convergence.
714b3173-751b-5c5c-90a4-51c5e9e21775|Distributed k-Means with Quantized Communication|This solution proposes a distributed k-means algorithm that employs quantized communication to reduce the communication overhead. By quantizing the data points and transmitting only the quantized values, the algorithm minimizes the amount of data exchanged between nodes.
62f3e909-cf0a-500d-8f3d-56f965e5188b|Dynamic Load Balancing using Work-Stealing|This solution proposes a dynamic load balancing approach that utilizes work-stealing to optimize load balance in distributed systems. The approach involves each node maintaining a queue of tasks and periodically checking neighboring nodes for available tasks to steal. This technique ensures that nodes with lighter workloads can assist nodes with heavier workloads, thereby achieving a more balanced distribution of tasks.
09888f10-a9f8-5f79-b38e-48c6d024bfa2|Load Balancing using Machine Learning-based Predictive Modeling|This solution proposes a load balancing approach that leverages machine learning-based predictive modeling to forecast workload patterns and optimize task allocation. The approach involves training a machine learning model on historical workload data to predict future workload patterns, and then using these predictions to allocate tasks to nodes in a way that minimizes workload imbalance.
42492534-c2c0-584a-b657-0e35532a1e9d|Hierarchical Load Balancing using Graph Partitioning|This solution proposes a hierarchical load balancing approach that uses graph partitioning to optimize task allocation and minimize workload imbalance. The approach involves partitioning the graph of tasks and nodes into smaller sub-graphs, and then allocating tasks to nodes within each sub-graph in a way that minimizes workload imbalance.
22659e4f-3157-5995-9f55-1d5e296a0e16|Neighborhood-based Transition Rule Attachment|This solution involves attaching message transition rules to data vertices based on their neighborhood structural requirements, rather than simply attaching rules based on vertex labels. This approach aims to reduce the number of unnecessary messages and minimize memory consumption.
46427866-8a83-5b9d-a345-3734830c9508|Incremental Evaluation over Dynamic Graphs|This solution involves maintaining intermediate results incrementally when the graph is updated, rather than re-computing from scratch. This approach aims to reduce the response time and message cost.
95bbe6eb-e602-5a8d-81f9-0907640cdbb5|Single Sink DAG (SSD) Evaluation Plan|This solution involves converting a query pattern into a Single Sink DAG (SSD) and proposing an evaluation plan with message transitions on the SSD to detect the pattern in a large dynamic graph. This approach aims to reduce the message transfer cost and response time.
dcb5a9b6-7605-56e6-9c78-50207af0558b|Encoding Identifiers in Messages|This solution involves encoding the identifiers of data vertices into messages to overcome the limitation of not being able to distinguish between vertices with the same label. This approach aims to improve the precision of pattern detection.
4c4a3815-bfa9-5e05-88f8-ef796ef9c6f8|Join Operations on Partial Vertices|This solution involves conducting join operations on partial vertices during graph exploration to improve the precision of pattern detection. This approach aims to reduce false positives and improve the accuracy of pattern detection.
3cc6e9ee-d6c2-5dde-b958-0c532f814a7c|Neighborhood-Based Optimized Rule Attachment|The neighborhood-based optimized rule attachment is a technique that optimizes the attachment of message transition rules to data vertices based on their neighborhood structural requirements. This technique reduces the number of attached rules and prunes the search space, leading to improved efficiency and precision.
4a08e183-78e1-5097-bebb-a09ac7c19e73|Incremental Evaluation of Pattern Detection|The incremental evaluation of pattern detection is a method that refines the previously discovered results incrementally based on the changes in the graph, instead of re-detecting the pattern on the current graph instance in each super step. This approach reduces the computational cost and improves the efficiency of pattern detection in dynamic graphs.
11163110-7443-52da-b062-cb3caa5357d4|Triangle Complete Subgraph (TC Subgraph) Construction|The authors propose constructing a triangle complete subgraph (TC subgraph) for each computing node to efficiently process graph dynamics. This approach enables the detection of local maximal k-trusses in parallel, reducing the number of iterations and computational costs.
f3ead103-76c9-5a21-bbfa-4a392cae48fd|Seamless Detection Technique|The authors introduce a seamless detection technique that enables the detection of local maximal k-trusses without restarting the computation from scratch. This approach reduces the number of iterations and computational costs by reusing previously computed results.
80004dda-a1db-5f73-98be-d489120e5555|Edge Support Law|The authors propose the edge support law, which states that the frequency distribution of initial edge supports in real-world graphs satisfies the power law. This law enables the estimation of the space cost of the algorithm and ensures that the algorithm achieves an appropriate space cost in practice.
52d16220-03c1-5c93-9759-b61b9945da80|Subgraph Oriented Model|The authors propose a subgraph oriented model that relaxes the vertex constraints of the vertex-centric model, allowing for more flexible and efficient graph processing. This approach enables the expression of more complicated graph algorithms and improves the performance of the algorithm.
6458e243-17f1-5cbc-b29e-0df53d443ae0|Edge Support Law-based Partitioning|The authors propose a novel partitioning strategy based on the Edge Support Law, which ensures that the parallel algorithm achieves a low space cost for graphs in the real world. This approach reduces the number of edges that need to be replicated, resulting in improved communication efficiency.
36cc4e87-b826-57db-b143-c31626ea28a2|Seamless Detection without Restart|The authors propose a seamless detection approach that avoids the need for repeated triangle counting and restarts between successive iterations. This approach enables the algorithm to detect local maximal k-trusses in parallel, reducing communication overhead.
6db65bb6-98f3-56d8-9324-03e4010abd07|Subgraph-oriented Model|The authors propose a subgraph-oriented model that allows for more flexible and efficient expression of local graph algorithms. This model enables the algorithm to access vertices and edges on demand, reducing communication overhead.
95ad6301-b5b0-5598-8c02-2652b20436a5|Edge Balanced Partition Scheme|The authors propose an edge balanced partition scheme to optimize load balance in distributed systems. This scheme aims to balance the core edges with a small edge cut ratio, which can help decrease the communication cost and improve the overall performance of the system.
0a5660cb-018e-5a96-9a93-038469e9a62d|Triangle Complete Subgraph|The authors propose a triangle complete subgraph to optimize load balance in distributed systems. This subgraph includes all the edges that belong to the same triangle, which can help reduce the communication cost and improve the overall performance.
9f1fd26c-2f44-5e87-8d73-589554f3888e|Edge-Centric Processing with Concatenated Edge List (CEL)|The authors propose an edge-centric processing approach that iterates over the edges rather than vertices, which helps to mitigate irregular memory access and load imbalance in GPU. They also introduce a data structure called Concatenated Edge List (CEL) to store and process a graph, which enables coalesced memory access and reduces synchronization overhead.
66262688-54a2-58e0-bdb9-76a5b7e061b6|Two-Level GPU Processing and Memory Access Pattern|The authors propose a two-level execution mode that reduces random access and synchronization overhead in global memory. They use a shared memory to cache data access and synchronization, which improves performance when the degree of synchronization is less than a threshold.
eb2b045a-14a9-5462-bf5d-5cd3eeaa0750|Minimizing Preprocessing Time with Edge List Representation|The authors propose an edge list representation to store and process a graph, which minimizes preprocessing time and enables coalesced memory access.
54100216-f5cd-5ffb-a210-4ca90aac1aac|Optimizing Memory Access Pattern with Shared Memory|The authors propose using shared memory to cache data access and synchronization, which improves performance when the degree of synchronization is less than a threshold.
017e7810-5fe8-5977-89c7-78b6aa94d9b7|Batching of Communication Rounds|The authors propose batching of communication rounds to reduce the communication pressure by aggregating the outgoing data and implementing a policy that trades off computation with communication. The solution involves storing the vertices for e.g., 7, 9, 11, 14, 17, and demarcating vertex boundaries such that the remote side can translate the sequence of vertex IDs in its incoming message buffer into the correct combination of vertices as edges. Since the sequence of vertices in the outgoing communication buffer can supersede the integer range, the authors internally batch communications if the data count is beyond the integer range allowed by MPI.
3516eebd-0a2a-5589-8431-d7509e92b3e7|Adaptive Routing Schemes|The authors experiment with different adaptive routing schemes for MPI Alltoallv to optimize communication efficiency. The solution involves using the MPICH GNI A2A ROUTING MODE environment variable to select different routing schemes, such as A0, A1, A2, and A3, to optimize the performance of MPI Alltoallv.
aeaa01d8-4fcf-57de-b84a-c4f86f4fbf80|Batching and Asynchronous Communication|The authors propose using batching and asynchronous communication to alleviate the issue of load imbalance in distributed systems. This approach involves aggregating outgoing data and implementing a policy that trades off computation with communication.
82f946db-ed40-5da0-8d11-89e3ffbc4b77|Subgraph-Centric Data Model|The authors propose a subgraph-centric data model to reduce network traffic and optimize GPU memory access for graph processing. This approach involves partitioning the data graph into disjoint subgraphs, each mapped to a single vertex in the GPS system. The messages from a subgraph are merged and encapsulated before transmission, reducing network traffic and memory access overhead.
af381f14-3968-55d1-90af-12b2e1bf66bf|Incremental Graph Pattern Matching Algorithm|The authors propose an incremental graph pattern matching algorithm to efficiently process dynamic updates in large graphs. This algorithm is designed to minimize computational costs and iterations by only triggering computations on the vertices whose matching status is changed by the graph update events.
a3678a12-368d-54f2-95c3-671c2219ed88|Vertex-Centric Incremental Algorithm|The authors propose a vertex-centric incremental algorithm to handle graph updates. This algorithm involves three phases: update, checking, and propagation.
bb0038eb-391c-58bc-b2cd-43a9d900d648|Incremental Pattern Matching Algorithm|The authors propose an incremental pattern matching algorithm that only triggers computations on the vertices whose matching status is changed by the graph update events. This approach aims to reduce the number of communication rounds by minimizing the number of vertices that need to be updated.
84bed4c7-ca51-545d-8b9d-a0c4e9dea544|Dynamic Subgraph Sizing|The authors propose dynamically adjusting the size of subgraphs to optimize load balance in distributed systems. This approach involves finding the optimal subgraph size that balances the trade-off between network traffic reduction and workload imbalance.
19db3b4e-ae1e-5c55-bdd2-895fdf28add9|CentLocal Algorithm for Approximate Maximum Cardinality Matching|The CentLocal algorithm is designed to approximate maximum cardinality matching in bounded degree graphs. It works by recursively applying a local improvement technique to find augmenting paths and update the matching.
73ca5839-5cd7-5001-828f-f46e92df3aa8|CentLocal Algorithm for Approximate Maximum Weighted Matching|The CentLocal algorithm is designed to approximate maximum weighted matching in bounded degree graphs. It works by recursively applying a local improvement technique to find augmenting paths and update the matching.
e51e57ae-abe8-5d0f-afa8-2f09cddff4aa|Distributed Algorithm for Approximate Maximum Cardinality Matching|The distributed algorithm is designed to approximate maximum cardinality matching in bounded degree graphs. It works by simulating the CentLocal algorithm for approximate maximum cardinality matching.
0f0ed33f-31a0-592f-b531-24c9bf18f737|Distributed Algorithm for Approximate Maximum Weighted Matching|The distributed algorithm is designed to approximate maximum weighted matching in bounded degree graphs. It works by simulating the CentLocal algorithm for approximate maximum weighted matching.
085ba730-664f-544f-b124-cc0dd82f662e|CentLocal Algorithm for Efficient Graph Dynamics Processing|The authors propose a CentLocal algorithm that efficiently processes dynamic updates in large graphs by minimizing computational costs and iterations. This algorithm is designed to maintain graph structures such as maximal k-trusses under updates, efficiently adjust centrality measures like betweenness in response to edge modifications, and batch process vertex and edge updates while preserving structural integrity.
42456c88-5156-5eba-8579-cb1befd78e57|Distributed Local Algorithm for Efficient Graph Dynamics Processing|The authors also propose a Distributed Local algorithm that builds upon the CentLocal algorithm to efficiently process dynamic updates in large graphs. This algorithm is designed to work in a distributed setting, where each vertex in the graph can only access its local neighborhood.
a3a6b998-6d38-5723-8826-f4ea7ac819f7|Probe Simulation Technique|The authors propose a probe simulation technique that enables the efficient processing of dynamic updates in large graphs. This technique involves simulating probes to auxiliary graphs to reduce computational costs.
16de1ce3-c606-5452-b359-57313be01bf0|Recursive Oracle for Membership in Matching|The authors propose a recursive oracle for determining membership in the matching, which enables efficient processing of dynamic updates in large graphs.
fedfa017-e597-5c28-8b92-e42557452572|Simulation of CentLocal by DistLocal|The authors propose a simulation technique that transforms a CentLocal algorithm into a DistLocal algorithm. This solution specifically addresses the challenge of optimizing communication efficiency in distributed algorithms by minimizing the number of communication rounds.
dd1d06d2-48b3-5476-bf76-9b1ceddda36d|Matrix Algebraic Primitives for Maximal Cardinality Matching|The authors propose using matrix algebraic primitives to develop distributed memory parallel algorithms for computing maximal cardinality matching in bipartite graphs. This approach enables efficient graph dynamics processing by leveraging fast parallel implementations of matrix algebraic primitives.
f39cab8a-9c68-5452-8da5-49e28ca000d6|Matrix Algebraic Primitives for Distributed Memory Parallel Algorithms|The authors propose using matrix algebraic primitives to develop distributed memory parallel algorithms for computing maximal cardinality matching in bipartite graphs. This approach enables the exposure of a higher degree of parallelism on distributed memory platforms, leading to improved communication efficiency. The authors utilize matrix algebra building blocks, such as sparse matrix-vector multiplication (SpMV) and vector manipulations, to update the current matching. This approach allows for the efficient traversal of the bipartite graph from both sides without storing the transpose of the matrix, reducing communication overhead. The authors report achieving up to 300 speedup on 1024 cores of a Cray XC30 supercomputer, demonstrating the effectiveness of their approach in optimizing communication efficiency.
8fbc553b-bae1-576c-8aff-b24793e339fb|Combinatorial BLAS (CombBLAS) Framework|The authors employ the CombBLAS framework to distribute sparse matrices on a 2D processor grid, enabling the efficient storage and manipulation of large bipartite graphs. The CombBLAS framework uses a doubly compressed sparse columns (DCSC) format to store local submatrices, allowing for scalable storage and efficient SpMV operations. The authors report achieving good scaling on up to 16,384 processors, demonstrating the effectiveness of the CombBLAS framework in optimizing communication efficiency.
8a90d203-7905-551b-b549-8c16e1e2eaf1|Select2nd, Min Semiring for SpMV|The authors propose using the select2nd, min semiring for SpMV operations to efficiently explore row vertices from unmatched column vertices. The select2nd, min semiring operates on a set of binary numbers and a set of pairs of integers, allowing for the efficient selection of minimum products from the selected columns. The authors report achieving good performance on various input graphs, demonstrating the effectiveness of the select2nd, min semiring in optimizing communication efficiency.
b88352c2-6de9-5cee-ad8b-be02e67c98e2|Invert Function for Vector Manipulation|The authors propose using the INVERT function to efficiently update the mates of column vertices by selecting a unique child for each column vertex. The INVERT function swaps the indices and values of nonzero entries in a sparse vector, allowing for efficient vector manipulation. The authors report achieving good performance on various input graphs, demonstrating the effectiveness of the INVERT function in optimizing communication efficiency.
c56015b8-02de-5353-9e62-e3da5819a6b5|Random Permutation of Input Matrices|The authors propose a solution to optimize load balance in distributed systems by randomly permuting the input matrix A before running the matching algorithms. This approach aims to balance the load across processors by distributing the nonzeros of A and x evenly.
c5c27b3a-8411-5385-a73b-5c84e982f542|2D Processor Grid Distribution|The authors propose a solution to optimize load balance in distributed systems by distributing the sparse matrix A on a 2D processor grid. This approach aims to balance the load across processors by dividing the matrix into smaller submatrices and assigning them to different processors.
b715c976-f909-5875-874b-0dbb065f84ed|Compressed Sparse Blocks (CSB) Data Structure|The authors propose a solution to optimize load balance in distributed systems by using a Compressed Sparse Blocks (CSB) data structure to store the sparse matrix A. This approach aims to reduce the storage requirements and improve the performance of the algorithms.
88705621-9b36-5780-8de1-6016580e2414|Semiring-based Matrix Algebra|The authors propose a solution to optimize load balance in distributed systems by using a semiring-based matrix algebra to perform the matching algorithms. This approach aims to reduce the communication overhead and improve the performance of the algorithms.
0c1610ec-1cd1-5f73-9c5a-05ef808699d9|Quantum Distributed Algorithm for Triangle Finding|The authors propose a quantum distributed algorithm for triangle finding in the CONGEST model, which addresses the challenge of efficient graph dynamics processing by utilizing quantum techniques to speed up the computation.
6a7a6654-6969-59b6-8219-ac4601b3e2c2|Expander Decomposition|The authors use an expander decomposition of the graph to reduce the triangle finding problem to a set of smaller sub-problems, each of which can be solved more efficiently.
c1b56d1b-2d10-5648-8f23-9411cdfac2a8|Classical Routing Techniques|The authors use classical routing techniques to gather information about the edges of the graph, which is necessary for the triangle finding problem.
7f5c5910-d9a0-5ac6-afa8-153a43b6e586|Distributed Quantum Search|The authors use a distributed quantum search framework to find a triple of vertices that form a triangle.
09ddc003-c2dc-55ba-9c9c-11f7121319db|Quantum Distributed Search Framework|The authors propose a quantum distributed search framework to optimize communication efficiency in distributed algorithms. This framework enables the detection of a triangle in a graph with high probability in O(n^{1/4}) rounds, which is more efficient than the best known classical algorithms.
c495ad49-a120-50ef-bf3c-bbf6358dc742|Classical Distributed Algorithm for Triangle Finding|The authors propose a classical distributed algorithm for triangle finding that uses a combination of expander decomposition and routing techniques. This algorithm can detect triangles in a graph with high probability in O(n^{1/3}) rounds.
194aa487-7a98-5ded-a08c-241955a5a7e8|Quantum Algorithm for Triangle Finding|The authors propose a quantum algorithm for triangle finding that uses a combination of quantum distributed search and expander decomposition. This algorithm can detect triangles in a graph with high probability in O(n^{1/4}) rounds.
cfeab062-8f2c-5afa-b84d-5e427e7c4e08|Classical Distributed Algorithm|The authors propose a classical distributed algorithm to optimize load balance in distributed systems. This algorithm is specifically designed to address the challenge of load balance optimization by enabling efficient search and detection of triangles in a distributed graph. The classical distributed algorithm leverages classical computing principles to achieve faster search times and improved load balancing.
07452e68-e8ea-5ebd-b0a1-e46b3bbf0ffb|Quantum Distributed Algorithm|The authors propose a quantum distributed algorithm to optimize load balance in distributed systems. This algorithm is specifically designed to address the challenge of load balance optimization by enabling efficient search and detection of triangles in a distributed graph. The quantum distributed algorithm leverages quantum computing principles to achieve faster search times and improved load balancing.
01139d78-e556-58f7-8cfa-80ee8fe4736b|Hybrid Parallel Triangle Counting Algorithm|The authors propose a hybrid parallel triangle counting algorithm that uses MPI on distributed memory compute nodes and Cilk for shared memory parallelism. This solution specifically addresses the challenge of efficient graph dynamics processing by providing a scalable and efficient algorithm for triangle counting, which is a fundamental graph analysis problem.
6e89eb1e-b6a1-5f9f-99ea-37bb12651315|2D Cartesian Partitioning Scheme|The authors use a 2D Cartesian partitioning scheme to distribute the graph among MPI processes. This solution specifically addresses the challenge of efficient graph dynamics processing by reducing communication overheads and allowing for efficient computation.
85c90b0a-8c2c-5c26-9d1a-fd1c3bd99634|Cilk-based Shared Memory Parallelism|The authors use Cilk for shared memory parallelism within each MPI process. This solution specifically addresses the challenge of efficient graph dynamics processing by providing a efficient and scalable approach for parallel computation.
cef4f878-3fb5-587a-bb75-07318ba482cd|Hybrid Parallelization using MPI and Cilk|The authors propose a hybrid parallelization approach that combines MPI for inter-process communication with Cilk for shared-memory parallelism. This approach allows for efficient communication and computation in distributed algorithms.
6eed1e1a-bc21-5fa9-b054-48f68801ba64|Over-Partitioning of Row Blocks|The authors propose an over-partitioning approach for row blocks, where each row block is divided into smaller blocks to balance the number of nonzeros in each block.
ea6c1d4e-e327-51ff-95ce-136897f4ecf2|Compressed Row Storage (CRS) Format|The authors propose using the Compressed Row Storage (CRS) format to store and communicate matrix blocks.
7ad61583-378a-5049-99f2-c0571c855770|Bulk Deletion and Local Exploration|This solution addresses the challenge of efficient graph dynamics processing by proposing a greedy algorithm that uses bulk deletion and local exploration to quickly find the closest truss community in the local neighborhood of query vertices. The algorithm uses a greedy strategy to delete vertices far away from query vertices, which speeds up the pruning process and achieves quick termination while sacrificing some approximation ratio. Additionally, it uses a heuristic strategy of local exploration to quickly find the closest truss community in the local neighborhood of query vertices. The algorithm achieves a 2-approximation to the optimal solution, which is essentially matching the lower bound.
ef41d9ac-6a83-5695-8359-754fed13129f|Truss Decomposition|This solution addresses the challenge of efficient graph dynamics processing by proposing an algorithm for truss decomposition in massive networks. The algorithm uses a peeling framework to iteratively remove vertices with the minimum degree, which allows for efficient computation of trussness values and adjustment to graph topology changes. The algorithm takes O(m1.5) time and O(m+n) space, making it efficient for large graphs.
4a456d3d-cddf-5c32-be44-334289b28e30|EquiTruss Index|This solution addresses the challenge of efficient graph dynamics processing by proposing an indexing technique called EquiTruss, which represents the k-truss equivalence classes of edges in a graph. The EquiTruss index preserves the truss number and triangle connectivity across different communities, allowing for efficient query processing and community search. The EquiTruss index can be constructed in O(u,v E min(deg_G(u), deg_G(v))) time and stored in O(m) space, making it efficient for large graphs.
6158cc91-8579-53b3-a291-c854897364f6|ATindex|This solution addresses the challenge of efficient graph dynamics processing by proposing an indexing technique called ATindex, which consists of two components: structural trussness and attribute trussness. The ATindex allows for efficient detection of a small neighborhood subgraph around query vertices, which tends to be densely connected and have similar attributes. The ATindex can quickly identify a good candidate of k, d-truss to the answer, making it efficient for community search in attributed graphs.
2d779c85-1ffa-5a72-8461-7b68966a73fc|Incremental k-Truss Maintenance|This solution addresses the challenge of efficient graph dynamics processing by proposing an algorithm for incremental k-truss maintenance in evolving networks. The algorithm uses a combination of graph decomposition and random contraction to efficiently update the k-truss structure in response to edge insertions and deletions. The algorithm takes O(h*l*E) time if the first k-ECC enumeration algorithm is adopted, or O(V*t*E) time if the second one is used, where h and l are bounded by small constants for real graphs, and t=O(log2(V)).
d190ba35-3d46-5aea-a533-62287f15f375|Mixed Structure-Based Truss Maintenance|This solution addresses the challenge of efficient graph dynamics processing by proposing a novel approach to truss maintenance in fully dynamic graphs. The authors introduce the concept of a 
e493371e-11a7-50e1-a2aa-90d480d77671|Parallelized Truss Maintenance Algorithm|The authors propose a parallelized truss maintenance algorithm to optimize communication efficiency in distributed algorithms. This solution specifically addresses the challenge by allowing multiple edges to be processed simultaneously, reducing the number of communication rounds required.
b8e62987-a520-5dd9-95ba-ce558f4a2f6c|2D Partitioning for BFS|The authors propose a 2D partitioning approach for Breadth-First Search (BFS) to efficiently process large-scale graphs. This solution specifically addresses the challenge of efficient graph dynamics processing by reducing the computational costs and iterations required for BFS.
b2e6b4ca-0c60-5f85-96bd-4340aec30270|Hybrid Parallel BFS with Vertex Partitioning|The authors propose a hybrid parallel BFS approach that combines vertex partitioning with shared-memory traversal parallelism. This solution specifically addresses the challenge of efficient graph dynamics processing by minimizing the computational costs and iterations required for BFS.
57896132-383f-549a-a545-11da680a7bdb|2D Distributed Graph Partitioning|The authors propose a 2D distributed graph partitioning approach to optimize communication efficiency in distributed algorithms. This method involves partitioning the graph into smaller subgraphs and distributing them across multiple processors, reducing the need for inter-processor communication.
9720583b-5daf-5d18-b464-1a8647704055|Hybrid Parallel BFS Algorithm|The authors propose a hybrid parallel BFS algorithm that combines the benefits of 1D and 2D partitioning approaches. This algorithm uses a 1D partitioning approach for the initial stages of the BFS traversal and switches to a 2D partitioning approach for the later stages.
c0d5a425-7168-5088-b2de-29ace2e2bbd9|2D Vector Distribution|The authors propose a 2D vector distribution approach to optimize load balance in distributed systems. This method involves distributing the vertices and edges of a graph among processors in a two-dimensional manner, allowing each processor to have approximately the same number of vertices. This approach aims to mitigate the load imbalance issue by ensuring that each processor has a similar workload.
c1b66cc7-adc8-53b0-97ec-5e25db18cc4f|Random Shuffling of Vertex Identifiers|The authors propose a simple yet effective method to optimize load balance by randomly shuffling the vertex identifiers prior to partitioning the graph. This approach aims to reduce the likelihood of load imbalance by ensuring that each processor has a similar workload.
b247b6bd-4b3e-5470-8f24-173fda6ddab1|Parallel Dendrogram Algorithm|The authors propose a parallel dendrogram algorithm to efficiently process dynamic updates in large graphs. This algorithm is designed to minimize computational costs and iterations by leveraging parallel processing techniques.
41092733-5fac-5fa8-ba84-83fb52ec15a5|MemoGFK Optimization|The authors propose a memory optimization technique called MemoGFK to reduce the space usage and improve the running time of their EMST algorithm. This technique is designed to minimize the number of well-separated pairs generated during the algorithm's execution.
de00136b-6318-5009-9a79-500b90c603be|Parallel HDBSCAN Algorithm|The authors propose a parallel HDBSCAN algorithm to efficiently process dynamic updates in large graphs. This algorithm is designed to minimize computational costs and iterations by leveraging parallel processing techniques.
ed841343-d7b2-5add-aef3-341754de52a7|Parallel WSPD Construction|The authors propose a parallel algorithm for constructing the Well-Separated Pair Decomposition (WSPD), which is a crucial step in computing the EMST and HDBSCAN. The parallel algorithm uses a d-tree to partition the points and recursively constructs the WSPD in parallel.
f5025f93-4ce5-5049-9dd5-f16c1357d688|New Definition of Well Separation|The authors propose a new definition of well separation that includes the mutual unreachability of points, in addition to the geometric separation. This new definition allows for earlier termination of the WSPD construction and reduces the number of pairs generated.
9ff4a4af-d06b-5656-99b2-0d1c32240ec3|Parallel Dendrogram Construction|The authors propose a parallel algorithm for constructing the dendrogram, which is a crucial step in computing the HDBSCAN. The parallel algorithm uses a d-tree to partition the points and recursively constructs the dendrogram in parallel.
223435b3-6ecc-5d73-9618-1469f1feff17|Parallel GFK Algorithm|The parallel GFK algorithm is a parallelization of the GFK algorithm for EMST and HDBSCAN. It uses Kruskal's MST algorithm as a subroutine and passes batches of edges to it, where each batch has edges with weights no less than those in the previous batch.
5aa82bee-7813-50cf-9bbd-d5d4c5f8147b|On-Chip Sorting with RMA (OCS RMA)|OCS RMA is a novel on-chip sorting algorithm designed to optimize GPU memory access for graph processing. It leverages the Remote Memory Access (RMA) mechanism to enable efficient sorting of random messages into buckets. OCS RMA utilizes the RMA mechanism to send batched messages from producers and consumers, allowing for efficient sorting and minimizing memory access overhead. The algorithm divides cores into producers and consumers, with each consumer responsible for a group of buckets. This approach enables OCS RMA to achieve high memory bandwidth utilization and outperform existing on-chip sorting algorithms. OCS RMA achieves 47.0% memory bandwidth utilization, outperforming the previous on-chip sorting algorithm on SW26010, which had a utilization of 33.7%. This results in a significant improvement in graph processing performance.
16f96279-c7de-56ea-98fe-cb7ecd571919|3-Level Degree-Aware 1.5D Graph Partitioning|This solution addresses the challenge of efficient graph dynamics processing by proposing a novel graph partitioning method that divides vertices into three levels of degree. The method delegates extremely heavy vertices globally, heavy vertices on columns and rows, and light vertices on individual processes, reducing communication and load imbalance.
5d8637b6-029d-5415-a91d-a2b45e4c4226|Sub-Iteration Direction Optimization|This solution addresses the challenge of efficient graph dynamics processing by proposing a direction optimization technique that applies different directions to different degree-aware subgraphs. It allows for efficient visitation of heavy vertices in early iterations while preventing unnecessary visits from light vertices in late iterations.
a1d90420-b249-58ce-9cd2-629cc8d38d0f|CG-Aware Core Subgraph Segmenting|This solution addresses the challenge of efficient graph dynamics processing by proposing a core subgraph segmenting technique that divides the core subgraph into six segments and processes them in parallel. It reduces the time consumption of pulling the core subgraph and improves the overall performance.
dd416a32-85b0-5f14-a88c-db04dd506b58|On-Chip Sorting with RMA|This solution addresses the challenge of efficient graph dynamics processing by proposing an on-chip sorting technique that utilizes RMA to sort messages by destination. It reduces the time consumption of messaging and improves the overall performance.
ffabec79-026b-5db8-9668-b39eaf32f00b|Edge-Aware Vertex Cut Load Balancing|This solution addresses the challenge of optimizing load balance in distributed systems by proposing an edge-aware vertex cut load balancing method. This method calculates the prefix sum of locally available frontier vertices' degree at each EH2EH top-down traversal and divides the frontier by accumulated degrees, generating a balanced workload for each CPE.
